BindingDB Reactant_set_id,Ligand SMILES,Ligand InChI,Ligand InChI Key,BindingDB MonomerID,BindingDB Ligand Name,Target Name,Target Source Organism According to Curator or DataSource,IC50 (nM)
1254998,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(C(=O)\C=C\CN2CCOCC2)C2(CC2)C1)-c1cccnc1[C@H](C)OC,"InChI=1S/C55H74N10O8S/c1-9-63-44-17-16-37-29-39(44)40(49(63)38-13-10-20-56-47(38)36(4)71-8)31-54(5,6)34-73-52(69)41-14-11-22-65(59-41)51(68)42(30-45-57-43(37)32-74-45)58-50(67)48(35(2)3)60(7)53(70)62-23-24-64(55(33-62)18-19-55)46(66)15-12-21-61-25-27-72-28-26-61/h10,12-13,15-17,20,29,32,35-36,41-42,48,59H,9,11,14,18-19,21-28,30-31,33-34H2,1-8H3,(H,58,67)/b15-12+/t36-,41-,42-,48-/m0/s1",HCPDMWSJNIUDJF-WIMWOKSOSA-N,591985,"US11566007, Example A665",GTPase NRas [Q61R],, 55.0
1254999,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCCOC11CN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C55H74N10O8S/c1-13-63-43-20-19-36-27-38(43)39(48(63)37-17-14-23-56-46(37)35(4)71-12)29-53(5,6)33-72-51(69)40-18-15-25-65(59-40)50(68)41(28-44-57-42(36)30-74-44)58-49(67)47(34(2)3)61(11)52(70)64-24-16-26-73-55(64)31-62(32-55)45(66)21-22-54(7,8)60(9)10/h14,17,19-20,23,27,30,34-35,40-41,47,59H,13,15-16,18,24-26,28-29,31-33H2,1-12H3,(H,58,67)/t35-,40-,41-,47-/m0/s1",CYMRQGNTPBHBOF-RHAWGMHTSA-N,591986,"US11566007, Example A666",GTPase NRas [Q61R],,>10000
1255000,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCCC11CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C50H65N9O7S/c1-10-41(60)56-27-50(28-56)19-14-21-58(50)48(64)55(8)43(30(3)4)45(61)53-37-24-40-52-38(26-67-40)32-17-18-39-34(23-32)35(44(57(39)11-2)33-15-12-20-51-42(33)31(5)65-9)25-49(6,7)29-66-47(63)36-16-13-22-59(54-36)46(37)62/h10,12,15,17-18,20,23,26,30-31,36-37,43,54H,1,11,13-14,16,19,21-22,24-25,27-29H2,2-9H3,(H,53,61)/t31-,36-,37-,43-/m0/s1",KAYPDRJBRBUQBT-DHUQGQIFSA-N,591987,"US11566007, Example A667",GTPase NRas [Q61R],, 55.0
1255001,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC1)C1CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H68N10O7S/c1-10-43(62)59-27-34(28-59)57-20-22-58(23-21-57)50(66)56(8)45(31(3)4)47(63)54-39-25-42-53-40(29-69-42)33-16-17-41-36(24-33)37(46(60(41)11-2)35-14-12-18-52-44(35)32(5)67-9)26-51(6,7)30-68-49(65)38-15-13-19-61(55-38)48(39)64/h10,12,14,16-18,24,29,31-32,34,38-39,45,55H,1,11,13,15,19-23,25-28,30H2,2-9H3,(H,54,63)/t32-,38-,39-,45-/m0/s1",JWPCNAAFKUHZBD-PPPWDDGYSA-N,591988,"US11566007, Example A668",GTPase NRas [Q61R],, 550
1255002,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)\C=C\CN2CCOCC2)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C56H76N10O8S/c1-9-65-45-17-16-38-29-40(45)41(50(65)39-13-10-20-57-48(39)37(4)72-8)31-55(5,6)35-74-53(70)42-14-11-22-66(60-42)52(69)43(30-46-58-44(38)32-75-46)59-51(68)49(36(2)3)61(7)54(71)63-23-18-56(19-24-63)33-64(34-56)47(67)15-12-21-62-25-27-73-28-26-62/h10,12-13,15-17,20,29,32,36-37,42-43,49,60H,9,11,14,18-19,21-28,30-31,33-35H2,1-8H3,(H,59,68)/b15-12+/t37-,42-,43-,49-/m0/s1",KTVLMXQNLSWQNX-PVNAEWOASA-N,591989,"US11566007, Example A669",GTPase NRas [Q61R],, 55.0
1255003,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)\C=C\CN2CCCCC2)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C57H78N10O7S/c1-9-66-46-20-19-39-30-41(46)42(51(66)40-16-13-23-58-49(40)38(4)73-8)32-56(5,6)36-74-54(71)43-17-14-27-67(61-43)53(70)44(31-47-59-45(39)33-75-47)60-52(69)50(37(2)3)62(7)55(72)64-28-21-57(22-29-64)34-65(35-57)48(68)18-15-26-63-24-11-10-12-25-63/h13,15-16,18-20,23,30,33,37-38,43-44,50,61H,9-12,14,17,21-22,24-29,31-32,34-36H2,1-8H3,(H,60,69)/b18-15+/t38-,43-,44-,50-/m0/s1",DCYZMDQLCWMBAH-QHFATCADSA-N,591990,"US11566007, Example A670",GTPase NRas [Q61R],, 550
1255004,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)\C=C\C)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H69N9O7S/c1-10-14-43(62)59-29-52(30-59)19-23-58(24-20-52)50(66)57(8)45(32(3)4)47(63)55-39-26-42-54-40(28-69-42)34-17-18-41-36(25-34)37(46(60(41)11-2)35-15-12-21-53-44(35)33(5)67-9)27-51(6,7)31-68-49(65)38-16-13-22-61(56-38)48(39)64/h10,12,14-15,17-18,21,25,28,32-33,38-39,45,56H,11,13,16,19-20,22-24,26-27,29-31H2,1-9H3,(H,55,63)/b14-10+/t33-,38-,39-,45-/m0/s1",APFSJCRKOHUTPZ-ODGQBQFSSA-N,591991,"US11566007, Example A671",GTPase NRas [Q61R],, 550
1255005,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC11CN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1C(C)OC,"InChI=1S/C57H75N9O7/c1-13-64-46-22-21-40-31-42(46)43(50(64)41-19-15-26-58-48(41)37(4)72-12)32-55(5,6)35-73-53(70)44-20-16-27-66(60-44)52(69)45(30-38-17-14-18-39(40)29-38)59-51(68)49(36(2)3)62(11)54(71)65-28-25-57(65)33-63(34-57)47(67)23-24-56(7,8)61(9)10/h14-15,17-19,21-22,26,29,31,36-37,44-45,49,60H,13,16,20,25,27-28,30,32-35H2,1-12H3,(H,59,68)/t37?,44-,45-,49-/m0/s1",ZAQYEHFXIWVULE-CSSNCBFSSA-N,591992,"US11566007, Example A672",GTPase NRas [Q61R],, 550
1255006,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(CF)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C#CC(C)(C)N(C)C)C1=O)-c1cccnc1[C@H](C)OC,"InChI=1S/C58H75FN8O7/c1-12-65-47-18-17-40-31-43(47)44(51(65)42-15-13-23-60-49(42)37(4)73-11)32-56(5,6)35-74-54(71)45-16-14-24-67(62-45)53(70)46(30-38-27-39(33-59)29-41(40)28-38)61-52(69)50(36(2)3)66-26-22-58(55(66)72)21-25-64(34-58)48(68)19-20-57(7,8)63(9)10/h13,15,17-18,23,27-29,31,36-37,45-46,50,62H,12,14,16,21-22,24-26,30,32-35H2,1-11H3,(H,61,69)/t37-,45-,46-,50-,58-/m0/s1",SRKKIVSHPRTKQP-VTGFOXBYSA-N,591993,"US11566007, Example A673",GTPase NRas [Q61R],, 5500
1255007,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3coc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,"InChI=1S/C51H65F3N8O8/c1-30(2)38(27-68-34-24-60(25-34)42(63)17-18-50(6,7)59(8)9)45(64)57-40-22-33-26-69-46(56-33)32-15-16-41-36(21-32)37(23-49(4,5)29-70-48(66)39-14-12-20-62(58-39)47(40)65)44(61(41)28-51(52,53)54)35-13-11-19-55-43(35)31(3)67-10/h11,13,15-16,19,21,26,30-31,34,38-40,58H,12,14,20,22-25,27-29H2,1-10H3,(H,57,64)/t31-,38-,39-,40-/m0/s1",XNKKCYYYIBBAMA-BIDKOCPDSA-N,591994,"US11566007, Example A674",GTPase NRas [Q61R],,>10000
1255008,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3coc(n3)-c3ccc1c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H68N8O8/c1-12-58-42-18-17-33-23-37(42)38(45(58)36-15-13-21-52-44(36)32(4)64-11)25-50(5,6)30-67-49(63)40-16-14-22-59(55-40)48(62)41(24-34-28-66-47(33)53-34)54-46(61)39(31(2)3)29-65-35-26-57(27-35)43(60)19-20-51(7,8)56(9)10/h13,15,17-18,21,23,28,31-32,35,39-41,55H,12,14,16,22,24-27,29-30H2,1-11H3,(H,54,61)/t32-,39-,40-,41-/m0/s1",HJHBPFLDRXZUQI-NUGXSFMQSA-N,591995,"Synthesis of (2R)-2-(((1-(4-(dimethylamino)-4-methylpent-2-ynoyl)azetidin-3-yl)oxy)methyl)-N-((63S,4S,Z)-11-ethyl-12-(2-((S)-1-methoxyethyl)pyridin-3-yl)-10,10-dimethyl-5,7-dioxo-61,62,63,64,65,66-hexahydro-11H-8-oxa-2(2,4)-oxazola-1(5,3)-indola-6(1,3)-pyridazinacycloundecaphane-4-yl)-3-methylbutanamide::US11566007, Example A675",GTPase NRas [Q61R],,>10000
1255009,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCOC[C@]11CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H67N9O8S/c1-10-42(61)57-21-18-51(28-57)30-67-23-22-59(51)49(65)56(8)44(31(3)4)46(62)54-38-25-41-53-39(27-69-41)33-16-17-40-35(24-33)36(45(58(40)11-2)34-14-12-19-52-43(34)32(5)66-9)26-50(6,7)29-68-48(64)37-15-13-20-60(55-37)47(38)63/h10,12,14,16-17,19,24,27,31-32,37-38,44,55H,1,11,13,15,18,20-23,25-26,28-30H2,2-9H3,(H,54,62)/t32-,37-,38-,44-,51+/m0/s1",QUHLAZDLJQMUMP-KDIRYPHGSA-N,591996,"US11566007, Example A676",GTPase NRas [Q61R],, 550
1255010,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCOC[C@@]11CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H67N9O8S/c1-10-42(61)57-21-18-51(28-57)30-67-23-22-59(51)49(65)56(8)44(31(3)4)46(62)54-38-25-41-53-39(27-69-41)33-16-17-40-35(24-33)36(45(58(40)11-2)34-14-12-19-52-43(34)32(5)66-9)26-50(6,7)29-68-48(64)37-15-13-20-60(55-37)47(38)63/h10,12,14,16-17,19,24,27,31-32,37-38,44,55H,1,11,13,15,18,20-23,25-26,28-30H2,2-9H3,(H,54,62)/t32-,37-,38-,44-,51-/m0/s1",QUHLAZDLJQMUMP-NLFAPGLQSA-N,591997,"US11566007, Example A677",GTPase NRas [Q61R],, 550
1255011,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC11CCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H67N9O7S/c1-10-42(61)57-23-18-51(19-24-57)20-25-59(51)49(65)56(8)44(31(3)4)46(62)54-38-27-41-53-39(29-68-41)33-16-17-40-35(26-33)36(45(58(40)11-2)34-14-12-21-52-43(34)32(5)66-9)28-50(6,7)30-67-48(64)37-15-13-22-60(55-37)47(38)63/h10,12,14,16-17,21,26,29,31-32,37-38,44,55H,1,11,13,15,18-20,22-25,27-28,30H2,2-9H3,(H,54,62)/t32-,37-,38-,44-/m0/s1",WWZKFZZVKPICTC-NEIGFUHISA-N,591998,"US11566007, Example A678",GTPase NRas [Q61R],, 55.0
1255012,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(C(=O)C=C)C2(CC2)C1,"InChI=1S/C50H62F3N9O7S/c1-9-40(63)61-21-20-59(26-49(61)16-17-49)47(67)58(7)42(29(2)3)44(64)56-36-23-39-55-37(25-70-39)31-14-15-38-33(22-31)34(24-48(5,6)28-69-46(66)35-13-11-19-62(57-35)45(36)65)43(60(38)27-50(51,52)53)32-12-10-18-54-41(32)30(4)68-8/h9-10,12,14-15,18,22,25,29-30,35-36,42,57H,1,11,13,16-17,19-21,23-24,26-28H2,2-8H3,(H,56,64)/t30-,35-,36-,42-/m0/s1",KSEKYISPHSTUQJ-BJZXTERBSA-N,591999,"US11566007, Example A679",GTPase NRas [Q61R],, 55.0
1255013,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)C=C)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C54H70N8O7/c1-10-45(63)60-31-54(32-60)21-25-59(26-22-54)52(67)58(8)47(34(3)4)49(64)56-43-28-36-15-12-16-37(27-36)38-19-20-44-40(29-38)41(48(61(44)11-2)39-17-13-23-55-46(39)35(5)68-9)30-53(6,7)33-69-51(66)42-18-14-24-62(57-42)50(43)65/h10,12-13,15-17,19-20,23,27,29,34-35,42-43,47,57H,1,11,14,18,21-22,24-26,28,30-33H2,2-9H3,(H,56,64)/t35-,42-,43-,47-/m0/s1",SXWSJKOAGAMOQT-CYAKSSALSA-N,592000,"US11566007, Example A680",GTPase NRas [Q61R],, 550
1255014,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)C(=C)OC)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H69N9O8S/c1-11-60-41-17-16-34-24-36(41)37(45(60)35-14-12-20-53-43(35)32(4)67-9)26-51(6,7)30-69-49(65)38-15-13-21-61(56-38)48(64)39(25-42-54-40(34)27-70-42)55-46(62)44(31(2)3)57(8)50(66)58-22-18-52(19-23-58)28-59(29-52)47(63)33(5)68-10/h12,14,16-17,20,24,27,31-32,38-39,44,56H,5,11,13,15,18-19,21-23,25-26,28-30H2,1-4,6-10H3,(H,55,62)/t32-,38-,39-,44-/m0/s1",KSCCNCWJORYGBI-ZLUZAYNASA-N,592001,"US11566007, Example A681",GTPase NRas [Q61R],, 550
1255015,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)C(F)=C)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H66FN9O7S/c1-10-60-40-16-15-33-23-35(40)36(44(60)34-13-11-19-53-42(34)32(5)67-9)25-50(6,7)29-68-48(65)37-14-12-20-61(56-37)47(64)38(24-41-54-39(33)26-69-41)55-45(62)43(30(2)3)57(8)49(66)58-21-17-51(18-22-58)27-59(28-51)46(63)31(4)52/h11,13,15-16,19,23,26,30,32,37-38,43,56H,4,10,12,14,17-18,20-22,24-25,27-29H2,1-3,5-9H3,(H,55,62)/t32-,37-,38-,43-/m0/s1",UYYHXJMUKLKPDR-JRJPOVJZSA-N,592002,"US11566007, Example A682",GTPase NRas [Q61R],, 550
1255016,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)\C=C\C(F)F)CC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H67F2N9O7S/c1-9-62-40-15-14-33-24-35(40)36(46(62)34-12-10-20-55-44(34)32(4)69-8)26-51(5,6)30-70-49(67)37-13-11-21-63(58-37)48(66)38(25-42-56-39(33)27-71-42)57-47(65)45(31(2)3)59(7)50(68)60-22-18-52(19-23-60)28-61(29-52)43(64)17-16-41(53)54/h10,12,14-17,20,24,27,31-32,37-38,41,45,58H,9,11,13,18-19,21-23,25-26,28-30H2,1-8H3,(H,57,65)/b17-16+/t32-,37-,38-,45-/m0/s1",TWYDNDDHZBQGQS-VPHDGHGZSA-N,592003,"US11566007, Example A683",GTPase NRas [Q61R],, 550
1255017,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC11CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H66N8O7/c1-10-43(61)57-29-52(30-57)21-24-59(52)50(65)56(8)45(32(3)4)47(62)54-41-26-34-15-12-16-35(25-34)36-19-20-42-38(27-36)39(46(58(42)11-2)37-17-13-22-53-44(37)33(5)66-9)28-51(6,7)31-67-49(64)40-18-14-23-60(55-40)48(41)63/h10,12-13,15-17,19-20,22,25,27,32-33,40-41,45,55H,1,11,14,18,21,23-24,26,28-31H2,2-9H3,(H,54,62)/t33-,40-,41-,45-/m0/s1",AITPUPOZAAYRLJ-YMLVPMLGSA-N,592004,"US11566007, Example A684",GTPase NRas [Q61R],, 550
1255018,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1(F)CCN(CC1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C55H73FN8O7/c1-11-63-45-22-21-39-32-41(45)42(49(63)40-18-13-25-57-47(40)36(4)70-10)33-54(5,6)34-71-52(68)43-19-14-27-64(59-43)51(67)44(31-37-16-12-17-38(39)30-37)58-50(66)48(35(2)3)61(9)53(69)55(56)23-28-62(29-24-55)46(65)20-15-26-60(7)8/h12-13,15-18,20-22,25,30,32,35-36,43-44,48,59H,11,14,19,23-24,26-29,31,33-34H2,1-10H3,(H,58,66)/b20-15+/t36-,43-,44-,48-/m0/s1",WBXRQTDXVPWCOJ-GOKCIUAJSA-N,592005,"US11566007, Example A685",GTPase NRas [Q61R],, 550
1255019,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2CN(C[C@H]12)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C49H63N9O7S/c1-10-41(59)55-23-31-24-57(39(31)25-55)48(63)54(8)43(28(3)4)45(60)52-36-21-40-51-37(26-66-40)30-16-17-38-33(20-30)34(44(56(38)11-2)32-14-12-18-50-42(32)29(5)64-9)22-49(6,7)27-65-47(62)35-15-13-19-58(53-35)46(36)61/h10,12,14,16-18,20,26,28-29,31,35-36,39,43,53H,1,11,13,15,19,21-25,27H2,2-9H3,(H,52,60)/t29-,31-,35-,36-,39-,43-/m0/s1",PDKAMTNKKXZVKN-ZPMVVEFESA-N,592006,"US11566007, Example A686",GTPase NRas [Q61R],, 550
1255020,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2CN(CC[C@H]12)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C50H65N9O7S/c1-10-42(60)56-21-18-39-32(25-56)26-58(39)49(64)55(8)44(29(3)4)46(61)53-37-23-41-52-38(27-67-41)31-16-17-40-34(22-31)35(45(57(40)11-2)33-14-12-19-51-43(33)30(5)65-9)24-50(6,7)28-66-48(63)36-15-13-20-59(54-36)47(37)62/h10,12,14,16-17,19,22,27,29-30,32,36-37,39,44,54H,1,11,13,15,18,20-21,23-26,28H2,2-9H3,(H,53,61)/t30-,32-,36-,37-,39-,44-/m0/s1",GCKNINUNWNOLRV-XVLXYSKOSA-N,592007,"US11566007, Example A687",GTPase NRas [Q61R],, 550
1255021,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@H]2CN(CC[C@@H]12)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C50H65N9O7S/c1-10-42(60)56-21-18-39-32(25-56)26-58(39)49(64)55(8)44(29(3)4)46(61)53-37-23-41-52-38(27-67-41)31-16-17-40-34(22-31)35(45(57(40)11-2)33-14-12-19-51-43(33)30(5)65-9)24-50(6,7)28-66-48(63)36-15-13-20-59(54-36)47(37)62/h10,12,14,16-17,19,22,27,29-30,32,36-37,39,44,54H,1,11,13,15,18,20-21,23-26,28H2,2-9H3,(H,53,61)/t30-,32+,36-,37-,39+,44-/m0/s1",GCKNINUNWNOLRV-JQSIRVAFSA-N,592008,"US11566007, Example A688",GTPase NRas [Q61R],, 550
1255022,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C#CC(C)(C)N(C)C)C1=O,"InChI=1S/C57H71F3N8O7/c1-35(2)48(66-27-23-56(53(66)73)22-26-65(32-56)46(69)20-21-55(6,7)64(8)9)50(70)62-44-29-37-14-11-15-38(28-37)39-18-19-45-41(30-39)42(31-54(4,5)34-75-52(72)43-17-13-25-68(63-43)51(44)71)49(67(45)33-57(58,59)60)40-16-12-24-61-47(40)36(3)74-10/h11-12,14-16,18-19,24,28,30,35-36,43-44,48,63H,13,17,22-23,25-27,29,31-34H2,1-10H3,(H,62,70)/t36-,43-,44-,48-,56-/m0/s1",RBRVULNCAJBBOO-YEIZUOTGSA-N,592009,"US11566007, Example A689",GTPase NRas [Q61R],, 5500
1255023,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N(C)C1CN(C1)C(=O)\C=C\C1CN(C)C1)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H70N10O7S/c1-11-61-42-18-17-34-22-37(42)38(47(61)36-14-12-20-53-45(36)32(4)68-10)24-52(5,6)30-69-50(66)39-15-13-21-62(56-39)49(65)40(23-43-54-41(34)29-70-43)55-48(64)46(31(2)3)59(9)51(67)58(8)35-27-60(28-35)44(63)19-16-33-25-57(7)26-33/h12,14,16-20,22,29,31-33,35,39-40,46,56H,11,13,15,21,23-28,30H2,1-10H3,(H,55,64)/b19-16+/t32-,39-,40-,46-/m0/s1",ARXKOJGYMPTAON-TYSMXQLQSA-N,592010,"US11566007, Example A690",GTPase NRas [Q61R],, 550
1255024,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)C[C@@H]1COC2(CN(C2)C(=O)C#CC(C)(C)N(C)C)O1)-c1cccnc1[C@H](C)OC,"InChI=1S/C49H62N8O8S/c1-10-56-39-16-15-31-21-34(39)35(44(56)33-13-11-19-50-43(33)30(2)62-9)24-47(3,4)29-63-46(61)36-14-12-20-57(53-36)45(60)37(23-41-52-38(31)26-66-41)51-40(58)22-32-25-64-49(65-32)27-55(28-49)42(59)17-18-48(5,6)54(7)8/h11,13,15-16,19,21,26,30,32,36-37,53H,10,12,14,20,22-25,27-29H2,1-9H3,(H,51,58)/t30-,32+,36-,37-/m0/s1",AFXMEVLZPNYNGF-PYWTVDTMSA-N,592011,"US11566007, Example A691",GTPase NRas [Q61R],, 5500
1255025,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3ncc(o3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C53H71N9O8/c1-13-61-41-19-18-34-26-37(41)38(47(61)36-16-14-23-54-45(36)33(4)68-12)28-52(5,6)31-69-51(67)39-17-15-24-62(57-39)50(66)40(27-43-55-29-42(34)70-43)56-48(64)46(32(2)3)59(11)49(65)35-21-25-60(30-35)44(63)20-22-53(7,8)58(9)10/h14,16,18-19,23,26,29,32-33,35,39-40,46,57H,13,15,17,21,24-25,27-28,30-31H2,1-12H3,(H,56,64)/t33-,35-,39-,40-,46-/m0/s1",WFHXBQRUTGIQNT-IIIWAWDWSA-N,592012,"Synthesis of (3S)-1-(4-(dimethylamino)-4-methylpent-2-ynoyl)-N-((2S)-1-(((63S,4S)-11-ethyl-12-(2-((S)-1-methoxyethyl)pyridin-3-yl)-10,10-dimethyl-5,7-dioxo-61,62,63,64,65,66-hexahydro-11H-8-oxa-2(5,2)-oxazola-1(5,3)-indola-6(1,3)-pyridazinacycloundecaphane-4-yl)amino)-3-methyl-1-oxobutan-2-yl)-N-methylpyrrolidine-3-carboxamide::US11566007, Example A692",GTPase NRas [Q61R],,>10000
