Mol1,Mol2,Similarity
32,43,0.9305239179954442
32,44,0.9219373219373219
32,45,0.9099552572706935
32,46,0.9322228604250431
32,47,0.9660333909038572
32,48,0.8765498652291105
32,49,0.9406731317741015
33,34,0.912106135986733
33,35,0.9119601328903655
33,36,0.8617886178861789
33,37,0.9125412541254125
33,38,0.8555256064690027
33,39,0.914694551458448
33,40,0.8692520775623269
33,41,0.8585365853658536
33,42,0.8552421500798297
33,43,0.8976640711902113
33,44,0.8725868725868726
33,45,0.861863488624052
33,46,0.8790233074361821
33,47,0.89366391184573
33,48,0.8407777193904361
33,49,0.9096486335750139
34,35,0.9965116279069768
34,36,0.8988326848249028
34,37,0.9670079635949943
34,38,0.8932522123893806
34,39,0.9681456200227532
34,40,0.9248422260470454
34,41,0.920045045045045
34,42,0.8852637302882002
34,43,0.9624060150375939
34,44,0.9236467236467236
34,45,0.9041782729805014
34,46,0.9119818285065304
34,47,0.9278059785673999
34,48,0.8741258741258742
34,49,0.9739130434782609
35,36,0.9007803790412486
35,37,0.9691956645750143
35,38,0.8941241685144125
35,39,0.9703365658870508
35,40,0.92692750287687
35,41,0.922077922077922
35,42,0.8871319520174482
35,43,0.9657573998839234
35,44,0.9257142857142857
35,45,0.906145251396648
35,46,0.9150997150997151
35,47,0.9309564233163554
35,48,0.8749326145552561
35,49,0.9773123909249564
36,37,0.9035476718403548
36,38,0.8872848417545808
36,39,0.9046563192904656
36,40,0.9198847262247839
36,41,0.9504608294930875
36,42,0.874251497005988
36,43,0.8884529147982063
36,44,0.9143346659051971
36,45,0.8960893854748604
36,46,0.9091947458595089
36,47,0.8982102908277405
36,48,0.8652291105121294
36,49,0.8983717012914093
37,38,0.9021558872305141
37,39,0.96386222473179
37,40,0.9230330672748005
37,41,0.901275651691625
37,42,0.892992938620315
37,43,0.9569707401032702
37,44,0.9240362811791383
37,45,0.9088888888888889
37,46,0.9113495200451722
37,47,0.9292532285233015
37,48,0.8697277095568606
37,49,0.9695051783659379
38,39,0.8948816730875069
38,40,0.9217040875071963
38,41,0.874585635359116
38,42,0.9166666666666666
38,43,0.8839285714285714
38,44,0.9150513112884835
38,45,0.9401026811180833
38,46,0.8990929705215419
38,47,0.893652561247216
38,48,0.8690026954177897
38,49,0.8927374301675978
39,40,0.9296740994854202
39,41,0.9034406215316315
39,42,0.8940793047256925
39,43,0.9558739255014327
39,44,0.927355278093076
39,45,0.9047091412742382
39,46,0.9146410401356698
39,47,0.9303761931499158
39,48,0.8747993579454254
39,49,0.9683908045977011
40,41,0.909821941412981
40,42,0.9107344632768362
40,43,0.9154603358425014
40,44,0.975390156062425
40,45,0.924364896073903
40,46,0.9374262101534829
40,47,0.9199308755760369
40,48,0.8758278145695364
40,49,0.9279907084785134
41,42,0.8679347826086956
41,43,0.8925154755205402
41,44,0.9032992036405005
41,45,0.899103139013453
41,46,0.8768278965129359
41,47,0.8885172798216276
41,48,0.8480470840021401
41,49,0.9014084507042254
42,43,0.8770581778265643
42,44,0.9000558347292016
42,45,0.9256567915036333
42,46,0.8803324099722992
42,47,0.8856048166392994
42,48,0.8645778013807753
42,49,0.8846787479406919
43,44,0.9132183908045977
43,45,0.894884766722878
43,46,0.9047619047619048
43,47,0.9197038724373576
43,48,0.8822562979189486
43,49,0.9858072146658782
44,45,0.9143835616438356
44,46,0.9315789473684211
44,47,0.9165714285714286
44,48,0.873972602739726
44,49,0.9256484149855908
45,46,0.8930390492359932
45,47,0.9057239057239057
45,48,0.8592910848549946
45,49,0.9048423423423423
46,47,0.9630281690140845
46,48,0.869041095890411
46,49,0.9149425287356322
47,48,0.8683216405828387
47,49,0.9298345693097547
48,49,0.8795640326975477
