SMILES,Formula,Molecular weight,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds
CCOCCOc1ccc(cn1)-c1cc(=O)[nH]c(n1)-c1c(F)ccc(CNC(=O)C(C)C)c1Cl,C24H26ClFN4O4,488.162661212,3.978900000000002,2,6,106.20000000000002,10
CCCCCCCN1C(=O)NC(C1=O)(c1ccc(Br)cc1)c1ccc(Br)cc1,C22H24Br2N2O2,506.02045220800005,5.977400000000005,1,2,49.410000000000004,8
CCC(=O)Nc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccccc2)C1,C22H26ClN3O3,415.166269372,3.701400000000003,2,4,70.66999999999999,7
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@](O)(CF)CC[C@H]34)[C@@H]1CC[C@@H]2C(=O)Cn1nnc2cnccc12,C26H35FN4O2,454.2744045800001,4.364800000000003,1,6,80.89999999999999,4
CCCC(C)C(=O)Nc1ccc(cc1)S(N)(=O)=O,C12H18N2O3S,270.103813436,1.7087,2,3,89.25999999999999,5
CN([C@@H]1C[C@@H](C1)NS(=O)(=O)c1cnc(C)s1)c1ncnc2[nH]ccc12,C15H18N6O2S2,378.0932658160001,1.6685199999999996,2,7,103.87,5
NC(=O)CC(NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,C21H24ClN7O2,441.168000688,1.6419000000000008,4,6,143.01999999999998,6
CC(C)Oc1ncc(cc1N1CCOCC1)-c1cc(NC(=O)c2cc(ccn2)C(C)(C)F)cnc1C,C27H32FN5O3,493.248918104,4.927720000000004,1,7,89.47000000000001,7
COc1ccc(nc1)-c1nc2c(ccnc2[nH]1)-c1ccc(CN2CCOc3cc(cc(F)c3C2=O)C2CC2)c(F)c1,C31H25F2N5O3,553.1925461000001,5.885900000000005,1,6,93.23000000000002,6
COc1ccc(nc1-c1cccc(c1)-c1nnc(C)o1)C(=O)N[C@@H](CC(O)=O)c1ccc(C)cc1,C26H24N4O5,472.1746698679999,4.369840000000003,2,7,127.44000000000003,8
O[C@H]1C[C@@H](CP(O)(O)=O)C[C@](O)(C1)C(O)=O,C8H15O7P,254.05553945,-0.8592000000000002,5,4,135.29,3
CN(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(cc2)C2(CC2)[N+]#[C-])c1F,C26H21F2N5O3S,521.1333169720001,4.865790000000004,2,4,99.52000000000001,7
CNCc1csc(n1)-c1ccc(cc1)N1C[C@H](CNC(=O)c2ccc(Cl)s2)OC1=O,C20H19ClN4O3S2,462.058710148,3.9996000000000027,2,7,83.56,7
Cc1nc(Cn2cnc3c2C(=O)C=CC3=O)cs1,C12H9N3O2S,259.041547528,1.6315199999999999,0,6,64.85,2
CNC(C)C(=O)Nc1ccc(-c2c(nc3cc(C)ccn23)-c2ccncc2)c(n1)C#Cc1ccc(cc1)-c1ccon1,C33H27N7O2,553.222623104,5.367920000000003,2,8,110.24000000000001,6
CC(C)(C)c1cc(=O)[nH]c(SCC(=O)c2ccc(cc2)S(N)(=O)=O)n1,C16H19N3O4S2,381.081698088,1.6898,2,6,122.98,5
COc1ccc2c(CCCN3CCCCC3)cccc2c1,C19H25NO,283.19361442,4.266900000000004,0,2,12.47,5
CC(C)(C)n1c(=O)[nH]\c(=N/c2ccc(Oc3cccc(n3)C(N)=O)cc2)n(Cc2ccc(Cl)cc2)c1=O,C26H25ClN6O4,520.16258096,3.3134000000000015,2,8,137.35999999999999,6
Nc1ccc(Oc2cccc(c2)N(CC(O)C(F)(F)F)Cc2cccc(OC(F)(F)C(F)F)c2)cc1,C24H21F7N2O3,518.1440400719999,6.227600000000004,2,5,67.95,10
COC(=O)c1cccc(c1)-c1sc(NC(=O)c2c(F)cccc2F)cc1C,C20H15F2NO3S,387.07407078,5.040620000000002,1,4,55.4,4
COc1ccc(cc1OC)-c1nnc(O)c2ccccc12,C16H14N2O3,282.100442308,3.0196000000000014,1,5,64.47,3
CC1=CC(C)(C)Nc2ccc3-c4cc(Cl)ccc4OC(c4ccc(F)c(C)c4)c3c12,C26H23ClFNO,419.145220256,7.543720000000006,1,2,21.259999999999998,1
Cc1ccc(NC(=O)c2ccnc(c2)C(C)(C)O)cc1-c1cc(OC2CCOCC2)nc(c1)N1CCOCC1,C30H36N4O5,532.268570252,4.326120000000003,2,8,106.04,7
Cc1cccc2CN(CCc12)C(=O)c1cn(CC(=O)NC2CN(C2)C(=O)C=C)c2c(Cl)cc(Cl)cc12,C27H26Cl2N4O3,524.138196052,3.9680200000000037,1,4,74.65,5
Cc1c(-c2ccc(=O)n(CC(F)(F)F)c2)c2cc(F)ccc2n1CC(O)=O,C18H14F4N2O3,382.09405518799997,3.564420000000003,1,4,64.22999999999999,4
CC(C)[C@H](NCP(O)(O)=O)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(O)=O,C26H34N3O8P,547.208351678,1.1766999999999992,6,6,176.49999999999997,11
CC(C)(CO)c1cc(NC(=O)c2ccc3cc4C(=O)NCCCn4c3c2)on1,C20H22N4O4,382.16410518400005,2.285,3,6,109.39000000000001,4
CS(=O)(=O)c1ccc2n(nc(Oc3c(Cl)cccc3Cl)c2c1)-c1ccc(cc1)C(O)=O,C21H14Cl2N2O5S,476.00004790799994,5.226300000000004,1,6,98.49000000000001,5
NNc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1,C15H15N7,293.13889348000004,2.644400000000001,4,7,100.78,5
Fc1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)c(F)c1,C19H14F2N4S2,400.06279488800004,5.020400000000003,0,6,43.6,6
COCCOC(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N,C25H20F3N3O5,499.1355054,4.960380000000005,0,6,99.94,5
CC(C)C(=O)N1C2CC1CN(C2)c1ccc(cn1)-c1cc(OCC(C)(C)O)cn2ncc(C#N)c12,C26H30N6O3,474.23793882,2.8631800000000007,1,8,106.99000000000001,6
NCCN(CCNC(=O)CCC(=O)NCCOCCOCCNC(=O)NC(=N)NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(CNC(N)=O)cc1)CCNC(=O)CCC(=O)NCCOCCOCCNC(=O)NC(N)=NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(CNC(N)=O)cc1,C86H120N22O16,1716.9252657599995,0.9397699999999647,20,20,565.7399999999999,58
COc1ccc(NC(=O)c2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)cc2)cc1,C24H20FN5O3,445.15501772,5.0694000000000035,4,7,108.4,7
O=C(NCCc1nccs1)c1ccc2c(SSc3cccc4nc(ccc34)C(=O)NCCc3nccs3)cccc2n1,C30H24N6O2S4,628.084358008,6.440400000000005,2,10,109.76,11
Cn1c2cnc3ccc(cc3c2n(-c2ccc(cc2)C(C)(C)C#N)c1=O)-c1cnc2ccccc2c1,C30H23N5O,469.19026035600007,5.893780000000006,0,6,76.5,3
Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12,C15H14N4O,266.116761068,2.6512200000000004,1,4,58.120000000000005,1
Cc1cc(CN(c2ccc(cc2)-c2ccccc2S(N)(=O)=O)S(C)(=O)=O)n(n1)-c1cccc(c1)C(N)=N,C25H26N6O4S2,538.145695312,2.7453899999999996,3,7,165.23,8
CN1CCC(CC1)S(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2cccc(Cl)c2Cl)c1O,C19H20Cl3N3O4S,491.02401016,4.864300000000004,3,5,98.74000000000001,4
CN([C@@H]1CCCC[C@H]1N1CCCC1)C(=O)Cc1ccc(Cl)c(Cl)c1,C19H26Cl2N2O,368.142218812,4.4013000000000035,0,2,23.55,4
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H](C)N(C[C@@H]1C)C(=O)CCN1CCC(F)(F)C1)-c1cn2ncnc2c(C)c1C,C31H40F2N8O,578.3293143400001,5.169540000000005,1,7,85.66000000000001,6
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](COCc1ccc(Br)cc1)NC(=O)c1c(F)cc(F)cc1F)C(N)=O,C28H34BrF3N4O6,658.161381568,2.453500000000001,5,6,159.85000000000002,15
OC(=O)c1ccnc(c1)-c1cn(CCc2ccccc2)nn1,C16H14N4O2,294.11167568800005,2.2810000000000006,1,5,80.89999999999999,5
O[C@]1(Cc2cc(on2)-c2cn[nH]c2)CC[C@H](Cc2ccc(OC(F)(F)F)cc2)CC1,C21H22F3N3O3,421.16132622399994,4.669800000000004,2,5,84.17,6
Cc1cc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)cc(NC(N)=O)c1,C27H41N3O5,487.304621412,3.9064200000000016,6,6,137.07,17
CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1cccc2ccccc12)C(N)=O,C71H81N11O9,1231.6218731719998,4.773900000000015,12,11,334.8499999999999,32
COc1c(cc(Cl)c(C#N)c1C1CN(CC2CC2)C1)C(C)n1nc(C)c2c(N)ncnc12,C23H26ClN7O,451.18873613200014,3.669100000000001,1,8,105.88,6
CNc1cc(Nc2cc(C)nc(c2)N2CCCC2)nc2c(cnn12)C(N)=O,C18H22N8O,366.191657324,1.9171199999999997,3,8,113.47,5
CC(C)c1cccc(C(C)C)c1N1CCN(CCC2CCN(CC3COc4ccccc4O3)CC2)C1=O,C31H43N3O3,505.33044223599995,6.117500000000007,0,4,45.25,8
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)c1ccc(CN(CC)CC)o1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,C37H58N8O7,726.4428461960001,2.147300000000008,7,8,234.47999999999996,23
CC(=O)Nc1ccc(cc1)C#CCCCN1CCC(Cc2ccccc2)CC1,C25H30N2O,374.23581357999996,4.731400000000004,1,2,32.34,6
CC(C)CCN(CCC(C)C)C(=O)c1ccc2nc(Nc3ccc(cc3)C(C)=O)n(CCCNC(=O)OC(C)(C)C)c2c1,C34H49N5O4,591.378455048,7.431700000000008,2,7,105.56000000000002,14
C[C@@H]1CCCN([C@@H]1CNc1ccc(cn1)C(F)(F)F)C(=O)c1nc(C)ccc1-c1ccccn1,C25H26F3N5O,469.20894511200004,5.218620000000005,1,5,71.01,5
CCc1ccc(cc1-c1cccc(c1)-c1cnc2cnccn12)C(=O)Nc1ccc(cc1)C(F)(F)F,C28H21F3N4O,486.16674595200004,6.896800000000005,1,4,59.290000000000006,5
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,C21H32Cl2N4O,426.195317004,4.335500000000003,1,3,38.82000000000001,5
Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(cc1Cl)S(=O)(=O)Nc1ccnc(=O)[nH]1,C20H21ClFN5O4S,481.0986810520001,3.2019,2,7,118.97,6
O=c1[nH]c(nc(NC2CCNCC2)c1-c1nc2ccccc2s1)N1CCOCC1,C20H24N6O2S,412.168145008,2.0470999999999995,3,8,95.17,4
COc1ccccc1\C=C1\SC(=S)N(CCC(=O)Nc2cccnc2)C1=O,C19H17N3O3S2,399.071133404,3.3202000000000007,1,6,71.53,6
COC(=O)c1nnc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c2c(O)ccc3Cl)s1,C27H32ClN5O3S,541.191438564,5.9587000000000065,2,9,90.82,5
Fc1cc2[nH]c3CCCc4n[nH]c(=O)c(c1)c2c34,C13H10FN3O,243.08079016,2.0907999999999998,2,2,57.25,0
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,C12H16N6O4,308.123302992,-1.8361999999999992,4,9,148.40999999999997,3
Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@@H]1C[C@H](CN2CCC2)C1,C27H29N5O,439.23721054800006,4.916300000000004,1,6,69.19999999999999,7
CN(C)c1nccc(n1)-c1cnc2ncccn12,C12H12N6,240.11234438399998,1.2522999999999997,0,6,59.21000000000001,2
CN(C)c1cccc(CNCc2ccc3ccc(N)nc3c2)c1,C19H22N4,306.184446704,3.1728000000000005,2,4,54.18,5
O=C(CN1CCN(CCCOc2ccc3c(cc(=O)oc3c2)-c2ccccc2)CC1)Nc1c2CCCCc2nc2ccccc12,C37H38N4O4,602.289305696,5.912200000000006,1,7,87.91,9
COc1ccc(CCOc2ccc3c(c2)oc(cc3=O)N2CCOCC2)cc1,C22H23NO5,381.15762283600003,3.2597000000000023,0,6,61.14,6
CCCCCCCCCCc1c(C)c(CCCCCCCCCC)c2CCCC[n+]2c1C,C31H56N+,442.44072721209,9.293640000000002,0,0,3.88,18
COC(=O)c1ccc2nc(cn2c1)-c1cccc(N)c1,C15H13N3O2,267.100776656,2.3701,1,5,69.61999999999999,2
NC[C@H]1CCCCN1C(=O)c1cc(ncc1Cl)-c1cnn2ccc(nc12)-c1ccccc1,C24H23ClN6O,446.1621870360001,4.065100000000003,1,6,89.41,4
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(cc2)S(C)(=O)=O)c2ccccc2N(Cc2c(OC)ccc3cc(Br)ccc23)C1=O,C33H33BrN4O6S,692.130417876,4.3007000000000035,2,7,125.12,8
CNc1ccc(-c2cc(NC)n3ncc(C(=O)N[C@@H]4CC[C@H]4OC)c3n2)n2ccnc12,C21H24N8O2,420.20222200800004,2.0345999999999993,3,9,109.88,6
COc1cc2CCCO[C@@H](CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1,C25H32N2O6,456.22603674399994,4.000000000000002,3,6,106.12000000000002,7
C[C@@H]1CN([C@H](Cc2cccc(c2)-n2nccn2)CO1)C(=O)c1ccccc1-n1nccn1,C23H23N7O2,429.1913229760001,2.3202,0,8,90.96000000000001,5
Cc1nc(c(-c2ccc3nc(NC(=O)c4ccnc(F)c4)cn3n2)n1C1CCN(CCCF)CC1)-c1ccc(F)cc1,C30H29F3N8O,574.2416422080001,5.490220000000004,1,8,93.24,8
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2c(Br)cccc2c1C[C@@]35O,C26H25BrN2O3,492.10485476,4.335100000000005,3,4,68.72,2
Cc1nc(N)nc(n1)-c1cccnc1Nc1cnc(Cl)c(NS(=O)(=O)c2ccc(F)cc2)c1,C20H16ClFN8O2S,486.0789486519999,3.5561200000000017,3,9,148.67,6
COc1cc(Cl)cc(c1)-c1nn(cc1-c1ccncc1)-c1cccc(NC(=O)Nc2cccc(c2)C(F)(F)F)c1,C29H21ClF3N5O2,563.133587252,7.926100000000006,2,5,81.07,6
CN(C)C(=O)C1CN(C)CC[C@@H]1c1ccc(Cl)cc1,C15H21ClN2O,280.13424097200004,2.4635000000000007,0,2,23.550000000000004,2
CCOc1cccc2cc(-c3ccc(OC)c(OC)c3)c(=O)oc12,C19H18O5,326.1154236759999,3.8759000000000032,0,5,57.900000000000006,5
Fc1cc(OCCCN2CCN(CC2)c2cccc3sccc23)cc2CCC(=O)Nc12,C24H26FN3O2S,439.172976292,4.516200000000003,1,5,44.81,6
COc1cc2ncc3c(N)nc(cc3c2cc1OC)-c1cncc(OC[C@H](N)CC(C)C)c1,C25H29N5O3,447.227039788,4.196600000000003,2,8,118.4,8
O=C(Nc1ccc2nc(-c3ccccc3)c(nc2c1)-c1ccccc1)N1CCCC(C1)C(=O)N1CCCCC1,C32H33N5O2,519.263425296,6.220200000000006,1,4,78.42999999999999,4
Clc1ccc(cc1)C(CNC(=O)c1cc(ccc1Cl)C#N)N1CCOCC1,C20H19Cl2N3O2,403.08543220800004,3.6683800000000018,1,4,65.36,5
Cc1ccc2C(N=O)C(=O)N(Cc3cc(F)cc4COCOc34)c2c1,C18H15FN2O4,342.10158518,3.3549200000000026,0,5,68.2,3
CC(C)(C)c1ccc(Oc2ccc(N)cc2)cc1,C16H19NO,241.146664228,4.358600000000003,1,2,35.25,2
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CS(C)(=O)=O)c2cc(ccc2N(Cc2c(OC)ccc3c(Br)cccc23)C1=O)C#N,C29H30BrN5O6S,655.11001678,2.4996800000000006,2,8,148.91,8
Cn1nnc2c(ncn2c1=O)C(=O)NOS(N)(=O)=O,C6H7N7O5S,289.022937324,-3.312099999999999,2,10,163.57,3
Nc1nc(cc(n1)-c1ccco1)C(=O)NCc1ccccc1Cl,C16H13ClN4O2,328.072703336,2.9022000000000006,2,5,94.03999999999999,4
CC[C@@H]1N(C[C@@H]2CC[C@H](OC2)C(F)(F)F)Cc2cc(cnc12)C(=O)N[C@@H](CO)c1ccc(cn1)S(=O)(=O)CC,C26H33F3N4O5S,570.212375816,3.357800000000002,2,8,121.72,9
CC(C)C(Cn1ccc2cnc(Nc3cnn(CC(=O)OCCO)c3)nc12)C(C)C,C21H30N6O3,414.23793881999995,2.8351000000000006,2,9,107.09000000000002,10
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F,C19H22F3N5O2S,441.144630604,3.835020000000002,2,5,101.21,4
CCc1nc(Cl)c([nH]1)C1C(C(=O)OCC(C)C)=C(C)NC(C)=C1C(=O)OCC(C)C,C22H32ClN3O4,437.20813418399996,4.258700000000004,2,6,93.31000000000002,8
NS(=O)(=O)c1ccc(CCO)cc1,C8H11NO3S,201.045964212,-0.13120000000000015,2,3,80.39,3
C(Cc1ccccc1)N1CCCCC1,C13H19N,189.151749608,2.7150000000000007,0,1,3.24,3
COC(=O)C1C2CCC(CC1c1ccc(cc1)-c1nccs1)N2C,C19H22N2O2S,342.1401989440001,3.549400000000002,0,5,42.43,3
CCNC(=O)c1noc(c1-c1ccc(CN2CCN(C)CC2)cc1)-c1cc(CC)c(O)cc1O,C26H32N4O4,464.24235550399993,3.4793000000000025,3,7,102.07000000000001,7
OC(=O)c1ccc(cc1)S(=O)(=O)N(Cc1ccc(cc1)C(F)(F)F)c1ncc(Cl)cc1Cl,C20H13Cl2F3N2O4S,503.99251791600005,5.500900000000002,1,4,87.57,6
C[C@@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N,C16H20N6O,312.16985926,1.5447799999999994,1,5,88.91,3
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,C18H19N3O3S,357.11471246800005,2.6430000000000007,2,6,78.45,7
CCCc1nc(c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)C(C)(C)O,C29H30N6O6,558.2226826800002,4.170020000000004,2,11,162.16,10
CC(C)S(=O)(=O)c1ncccc1-c1ccc(c(F)c1)-c1cnc(N)cn1,C18H17FN4O2S,372.1056250040001,3.109,1,6,98.83,4
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CC[C@@H](C[C@@H]1C#N)OC(=O)NC1CCCCC1,C24H29FN6O3,468.22851700800004,4.156980000000003,3,7,135.06,6
NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCN(C[C@@H]1F)c1ccc(cn1)C#N,C19H18FN7O,379.15568641600004,1.9573800000000001,3,6,123.72,4
COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO,C24H32N4O6,472.23218474399994,0.8934000000000009,5,6,149.61999999999998,11
Cl.CCN1CCN(CC1)c1nc(C)nc2n(CC3CCOCC3)c(nc12)-c1ccccc1Cl,C24H32Cl2N6O,490.201465004,4.445420000000004,0,7,59.31,5
CCCCCCC\C=C\CCCCCCCC[C@@H]1OC[C@@H](COP(O)([O-])=S)O1,C21H40O5PS-,435.23395558990995,5.359100000000006,1,5,70.98,18
CC(C)n1cc(C)c2c(cc(cc12)-c1ccc(nc1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O,C30H36N6O2,512.2899743920001,4.2373600000000025,3,6,95.05000000000001,6
CN(C)C(=O)[C@H]1CSCc2c(cccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)C(=O)N1)-c1ccc(cc1)C(O)=O,C30H34N4O8S,610.2097350480001,1.5241000000000018,3,8,162.42,5
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,C25H27FN4O3,450.20671894400004,5.224220000000004,1,6,72.5,8
COc1cccc(\C=C\c2nc3n(CCCO)c(=O)n(CC#C)c(=O)c3n2C)c1,C21H22N4O4,394.164105184,1.0912999999999997,1,8,91.28,7
COc1cc(COc2cc(O)c3c(c2)oc(cc3=O)C(O)=O)ccc1NC(=O)C(O)=O,C20H15NO10,429.06959567999996,1.8074999999999994,4,8,172.6,6
Cc1ccc(NC(=O)c2ccccc2NC(=O)C2CCCCC2)cc1,C21H24N2O2,336.183778008,4.7661200000000035,2,2,58.2,4
COc1cc2CCN(CCc3ccc(NC(=O)c4ccccc4[N+]([O-])=O)cc3)Cc2cc1OC,C26H27N3O5,461.19507096399997,4.465100000000004,1,6,93.94000000000001,8
Cc1ccc2[nH]cc(CCN(CC=C)CC=C)c2c1,C17H22N2,254.17829870399999,3.692820000000003,1,1,19.03,7
CNc1cc(nn1C)-c1cc2ncccc2c(n1)-c1ccn(n1)C1(CC#N)CC(C1)C#N,C23H21N9,423.1919916720001,3.478060000000002,1,9,121.03,5
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1COC,C50H63N7O8,889.473811976,5.4081000000000055,3,11,175.64000000000001,10
COc1cc(ccn1)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(C)CC1,C23H29N3O,363.231062548,5.1711000000000045,1,3,41.15,4
CCC(=O)NCCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,C21H26Cl2N2O4S,472.0990336719999,4.375900000000003,2,4,86.71000000000001,10
COc1ccc(cc1)C(=O)Nc1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl,C23H16ClNO6,437.066614912,4.785500000000004,3,6,109.0,4
COc1ccc(cc1OC1CCCC1)S(=O)(=O)C(CCCC(=O)N1CCCc2ccccc12)CC(=O)NO,C28H36N2O7S,544.224322492,4.204100000000003,2,7,122.24,11
CC1(C)C2CC[C@]1(CS(=O)(=O)Nc1ccc(cc1)S(N)(=O)=O)C(=O)C2,C16H22N2O5S2,386.0970138039999,1.4710999999999996,2,5,123.39999999999998,5
OCC1OC(Oc2cc3c(cc(O)cc3=[OH+])oc2-c2ccc(O)cc2)C(O)C(O)C1O,C21H21O10+,433.11292329208993,-0.3541000000000001,6,9,174.37999999999997,4
Fc1cc(cc(c1)-c1ccc(cc1F)C(=O)N1CCC(CC1)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12)C#N,C33H27F2N9O,603.2306629240001,4.8676600000000025,1,8,130.51999999999998,6
COc1ccc2ccc(-c3cccnc3)c(F)c2c1,C16H12FNO,253.090292224,4.049500000000002,0,2,22.12,2
CCOC(=O)c1c(O)coc1Nc1cnc2ccccc2c1,C16H14N2O4,298.095356928,3.4537000000000013,2,6,84.59,4
CN([C@H]1CCN(Cc2csc(C)n2)C1)c1cc(F)c(cc1C)S(=O)(=O)Nc1cscn1,C20H24FN5O2S3,481.1076162279999,3.867040000000003,1,8,78.42999999999999,7
O=Cc1ccc2c(c1)[nH]c1c(NC(=O)C3CC3)nccc21,C16H13N3O2,279.100776656,2.8771000000000013,2,3,74.85,3
COc1ccc(c(OC)c1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(c2cc(Cl)ccc12)c1ccccc1OC,C30H32ClN3O8S,629.159863664,2.8683000000000005,1,9,125.91999999999999,8
Cc1cccnc1C1CCN(CC1)C(=O)Nc1ccc(cc1)C(F)(F)F,C19H20F3N3O,363.15584692,4.820320000000004,1,2,45.230000000000004,2
CN1C2=N[C@@H]3CCC[C@@H]3N2C2N(Cc3ccc(cc3)-c3ccc(F)cc3)NC(Nc3ccccc3)=C2C1=O,C30H29FN6O,508.23868776800003,4.527400000000004,2,6,63.21,5
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,C18H22N6O3,370.1753385639999,2.1355199999999996,3,9,130.43,6
Clc1ccc2nc(Nc3ccccc3I)oc(=O)c2c1,C14H8ClIN2O2,397.93190317599993,4.1896,1,4,55.13,2
Fc1cc2CCCOc2c(OCCNCCc2c[nH]c3ccccc23)c1,C21H23FN2O2,354.174356196,3.8431000000000015,2,3,46.28,7
Cn1cnc(c1-c1ccc2cc[nH]c2c1)-c1cc(ccn1)C(O)=O,C18H14N4O2,318.11167568799993,3.3286000000000007,2,4,83.80000000000001,3
COc1cc2C\C(=C/c3ccc(cc3)N3CCN(CC3)c3ccccc3)C(=O)c2cc1OC,C28H28N2O3,440.2099927559999,4.852800000000005,0,5,42.010000000000005,5
Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C,C25H24N6O2,440.196074008,4.217300000000003,1,7,99.16,5
O=C(C1CCCC1)c1cn(CCN2CCOCC2)c2ccccc12,C20H26N2O2,326.199428072,3.346400000000002,0,4,34.47,5
C[C@H](Cc1ccccc1)N(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,C21H28N2O2,340.21507813600005,4.371000000000004,0,3,32.78,6
CN1C[C@H]2CC[C@@H]1[C@@H](C2)C(=O)N[C@H](Cc1ccc(F)cc1)C(=O)N1CCC(CC1)(C1CCCCC1)C(=O)NC(C)(C)C,C34H51FN4O3,582.3945197119999,4.687100000000004,2,4,81.75,7
CCN(CC)c1ccc2c(Oc3cc(ccc3C22N(CCc3ccc(cc3)S(N)(=O)=O)C(=O)c3ccccc23)N(CC)CC)c1,C36H40N4O4S,624.2770267599999,6.122500000000006,1,6,96.17999999999999,10
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(s1)-c1cnc(NCCC(F)(F)F)cc1C(F)(F)F,C23H26F7N5O3S,585.1644582320001,4.663000000000004,3,7,107.44999999999999,8
COc1cc(CNC(=O)c2cc(Cn3ccn(C)c3=N)cc(c2F)-c2ccc(F)cc2C(F)(F)F)cc(OC)c1,C28H25F5N4O3,560.18468176,5.265570000000005,2,6,81.27,8
COc1ccc2c(C)n[nH]c3cccc1c23,C13H12N2O,212.094963004,2.9979000000000013,1,3,33.62,1
CCOC(=O)C1Cc2cc(C(=O)c3ccccc3F)c(O)c(O)c2O1,C18H15FO6,346.0852664199999,2.334500000000001,2,6,93.06000000000002,4
Cc1nc(cs1)C(=O)Nc1cccc(NC(=O)COc2ccc3c(c2)occc3=O)c1,C22H17N3O5S,435.08889164399994,3.827720000000001,2,7,110.53,6
CCOC(=O)c1cnc(s1)N1CCCC(COc2cc(OC)cc3oc(cc23)-c2cn3nc(OC)sc3n2)C1,C26H27N5O6S2,569.1402755839999,5.149800000000005,0,13,113.45,9
