SMILES,Formula,Peso Molecular,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pIC50,Molecular weight
O[C@@H]([C@@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)[C@@H](CCc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12,C40H44N2O6,,3.755200000000002,6,6,139.12,13,0,648.319937128
O[C@@H]([C@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)[C@@H](CCc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12,C40H44N2O6,,3.755200000000002,6,6,139.12,13,0,648.319937128
CNC(=O)[C@@H](NC(=O)[C@H](CCc1ccccc1)[C@@H](O)[C@@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,C34H50N4O6,,1.9798000000000022,6,6,156.86,17,0,610.3730353200001
CNC(=O)[C@@H](NC(=O)[C@H](CCc1ccccc1)[C@@H](O)[C@H](O)[C@@H](CCc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C,C34H50N4O6,,1.9798000000000022,6,6,156.86,17,0,610.3730353200001
COC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)OC)C(C)(C)S1,C36H48N6O8S2,,0.6392000000000087,6,12,193.05999999999997,15,0,756.2975044960001
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(N)=O)[C@H](NC(=O)Cc1ccccc1)C(N)=O,C34H46N8O6S2,,-0.7361999999999893,8,10,226.64000000000001,15,0,726.298173192
CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)NCC)C(C)(C)S1,C38H54N8O6S2,,0.5654000000000097,8,10,198.66,17,0,782.3607734480001
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C48H58N8O6S2,,2.9260000000000117,8,10,198.66,19,0,906.392073576
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)OCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)OCc1ccccc1,C48H56N6O8S2,,3.7800000000000127,6,12,193.05999999999997,19,0,908.360104752
CN(C)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)N(C)C)C(C)(C)S1,C38H54N8O6S2,,0.4696000000000107,6,10,181.08,15,0,782.3607734480001
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(F)(F)F)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(F)(F)F,C38H48F6N8O6S2,,1.6502000000000108,8,10,198.66,17,0,890.304242576
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCCCC1)[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCCCC1,C44H62N8O6S2,,2.31820000000001,6,10,181.08,15,0,862.423373704
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC1CCCCC1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC1CCCCC1,C48H70N8O6S2,,3.686200000000011,8,10,198.66,19,0,918.48597396
CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)N(C)Cc2ccccc2)C(C)(C)S1,C50H62N8O6S2,,3.610400000000011,6,10,181.08,19,0,934.4233737040001
CN(C)c1ccc(CNC(=O)[C@@H](NC(=O)Cc2ccccc2)[C@@H]2N[C@@H](C(=O)NCCNC(=O)[C@@H]3N[C@H](SC3(C)C)[C@H](NC(=O)Cc3ccccc3)C(=O)NCc3ccc(cc3)N(C)C)C(C)(C)S2)cc1,C52H68N10O6S2,,3.0580000000000114,8,12,205.14,21,0,992.476471896
CC(C)(C)OC(=O)CNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)NCC(=O)OC(C)(C)C)C(C)(C)S1,C46H66N8O10S2,,1.2090000000000112,8,14,251.25999999999996,19,0,954.4343323120002
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(O)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(O)=O,C38H50N8O10S2,,-1.3051999999999908,10,12,273.26,19,0,842.3091318000002
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccn1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccn1,C46H56N10O6S2,,1.7160000000000115,8,12,224.44,19,0,908.3825715119999
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCCO)[C@H](NC(=O)Cc1ccccc1)C(=O)NCCO,C38H54N8O8S2,,-1.4897999999999871,10,12,239.11999999999998,19,0,814.3506026880001
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)N(CCO)CCO)[C@H](NC(=O)Cc1ccccc1)C(=O)N(CCO)CCO,C42H62N8O10S2,,-2.0803999999999894,10,14,262.0,23,0,902.4030321840002
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@@H](CO)NC(=O)Cc1ccccc1)[C@@H](CO)NC(=O)Cc1ccccc1,C34H48N6O6S2,,0.27780000000000804,8,10,180.92,15,0,700.3076752559999
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@@H](COC(=O)c1ccccc1)NC(=O)Cc1ccccc1)[C@@H](COC(=O)c1ccccc1)NC(=O)Cc1ccccc1,C48H56N6O8S2,,4.007200000000009,6,12,193.05999999999997,19,0,908.360104752
CC1(C)S[C@H](CNC(=O)Cc2ccccc2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H](CNC(=O)Cc2ccccc2)SC1(C)C,C32H44N6O4S2,,1.556000000000005,6,8,140.46,13,0,640.2865458880001
CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H](CNC(=O)Cc3ccccc3)SC2(C)C)C(C)(C)S1,C35H49N7O5S2,,1.0607000000000073,7,9,169.56,15,0,711.3236596680001
CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2NCSC2(C)C)C(C)(C)S1,C26H40N6O4S2,,0.33320000000000505,6,8,140.46,11,0,564.2552457600001
CCNC(=O)[C@@H](N)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](N)C(=O)NCC)C(C)(C)S1,C22H42N8O4S2,,-2.234999999999996,8,10,192.5,11,0,546.2770438240001
CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2)C(=O)NCC)C(C)(C)S1,C36H50N8O6S2,,0.7076000000000067,8,10,198.66,15,0,754.3294733200001
CCNC(=O)[C@@H](NC(=O)CCc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)CCc2ccccc2)C(=O)NCC)C(C)(C)S1,C40H58N8O6S2,,1.345600000000009,8,10,198.66,19,0,810.392073576
CCNC(=O)[C@@H](NC(=O)Cc1ccc2ccccc2c1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccc3ccccc3c2)C(=O)NCC)C(C)(C)S1,C46H58N8O6S2,,2.8718000000000075,8,10,198.66,17,0,882.3920735760001
CCNC(=O)[C@@H](NC(=O)Cc1ccccn1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccn2)C(=O)NCC)C(C)(C)S1,C36H52N10O6S2,,-0.6445999999999896,8,12,224.43999999999997,17,0,784.351271384
CCNC(=O)[C@@H](NC(=O)Cc1cccs1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2cccs2)C(=O)NCC)C(C)(C)S1,C34H50N8O6S4,,0.6884000000000088,8,12,198.66,17,0,794.2736153200001
CCNC(=O)[C@@H](NS(=O)(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC)C(C)(C)S1,C36H54N8O8S4,,0.08680000000000998,8,12,232.79999999999998,19,0,854.2947446880002
CCNC(=O)[C@@H](NC(=O)Cc1ccc(O)cc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccc(O)cc2)C(=O)NCC)C(C)(C)S1,C38H54N8O8S2,,-0.02339999999998965,10,12,239.11999999999998,17,0,814.3506026880001
CCNC(=O)[C@@H](NC(=O)CC(C)C)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)CC(C)C)C(=O)NCC)C(C)(C)S1,C32H58N8O6S2,,0.17220000000000812,8,10,198.66,17,0,714.392073576
CCNC(=O)[C@@H](NC(=O)c1c(C)onc1-c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2c(C)onc2-c2ccccc2)C(=O)NCC)C(C)(C)S1,C44H56N10O8S2,,2.6344400000000068,8,14,250.72,17,0,916.3724007520001
CCNC(=O)[C@@H](NC(=O)c1ccccc1-c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2-c2ccccc2)C(=O)NCC)C(C)(C)S1,C48H58N8O6S2,,4.041600000000007,8,10,198.66,17,0,906.3920735760001
CCNC(=O)[C@@H](NC(=O)c1ccccc1Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2Cc2ccccc2)C(=O)NCC)C(C)(C)S1,C50H62N8O6S2,,3.8892000000000087,8,10,198.66,19,0,934.4233737040001
CCNC(=O)[C@@H](NC(=O)c1ccccc1Oc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2Oc2ccccc2)C(=O)NCC)C(C)(C)S1,C48H58N8O8S2,,4.292200000000006,8,12,217.11999999999998,19,0,938.3819028160002
CCNC(=O)[C@@H](NC(=O)c1ccccc1Nc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2Nc2ccccc2)C(=O)NCC)C(C)(C)S1,C48H60N10O6S2,,4.194800000000008,10,12,222.72,19,0,936.41387164
CCNC(=O)[C@@H](NC(=O)\C=C/c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)\C=C/c2ccccc2)C(=O)NCC)C(C)(C)S1,C40H54N8O6S2,,1.5068000000000068,8,10,198.66,17,0,806.360773448
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccccc1,C46H56N10O6S2,,1.7160000000000115,8,12,224.44000000000003,19,0,908.3825715119999
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1,C46H54Cl2N10O6S2,,3.02280000000001,8,12,224.44000000000003,19,0,976.3046268080001
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1Cl)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1Cl,C46H52Cl4N10O6S2,,4.32960000000001,8,12,224.44000000000003,19,0,1044.2266821040002
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCc1ccccc1,C58H62N8O6S2,,6.40220000000001,8,10,198.66,19,0,1030.423373704
CN(C)c1ccc(CNC(=O)[C@@H](NC(=O)c2ccccc2-c2ccccc2)[C@@H]2N[C@@H](C(=O)NCCNC(=O)[C@@H]3N[C@H](SC3(C)C)[C@H](NC(=O)c3ccccc3-c3ccccc3)C(=O)NCc3ccc(cc3)N(C)C)C(C)(C)S2)cc1,C62H72N10O6S2,,6.53420000000001,8,12,205.14,21,0,1116.507772024
CC(C)(C)OC(=O)CNC(=O)[C@@H](NC(=O)c1ccccc1-c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2-c2ccccc2)C(=O)NCC(=O)OC(C)(C)C)C(C)(C)S1,C56H70N8O10S2,,4.685200000000012,8,14,251.25999999999996,19,0,1078.46563244
CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCC(O)=O)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCC(O)=O,C48H54N8O10S2,,2.171000000000009,10,12,273.26,19,0,966.3404319280002
CC1(C)S[C@@H](N[C@H]1C(=O)NCCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C49H60N8O6S2,,3.316100000000012,8,10,198.66,20,0,920.40772364
CC1(C)S[C@@H](N[C@H]1C(=O)NCC(O)CNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C49H60N8O7S2,,2.2869000000000117,9,11,218.89,20,0,936.40263826
CC1(C)S[C@@H](N[C@H]1C(N)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C23H28N4O3S,,1.3253000000000024,4,5,113.32,8,0,440.188211756
CC1(C)S[C@@H](N[C@H]1C(=O)NCCO)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C25H32N4O4S,,0.9485000000000023,5,6,119.56,10,0,484.214426504
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C32H38N4O4S,,2.5598,5,6,119.56,12,0,574.2613766960001
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C32H38N4O4S,,2.5598,5,6,119.56,12,0,574.2613766960001
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](CO)CCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C33H40N4O4S,,2.9499000000000004,5,6,119.56,13,0,588.27702676
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@@H](CO)CCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C33H40N4O4S,,2.9499000000000004,5,6,119.56,13,0,588.27702676
CC(C)C[C@H](CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C29H40N4O4S,,2.3632000000000026,5,6,119.56,12,0,540.27702676
CC(C)[C@H](CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C28H38N4O4S,,1.9731000000000027,5,6,119.56,11,0,526.261376696
CCCCC(CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C29H40N4O4S,,2.5073000000000025,5,6,119.56,13,0,540.27702676
CCC(C)C(CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C29H40N4O4S,,2.3632000000000026,5,6,119.56,12,0,540.27702676
C[C@H](CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C26H34N4O4S,,1.3370000000000029,5,6,119.56,10,0,498.230076568
C[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C32H38N4O3S,,3.5874000000000015,4,5,99.33000000000001,11,0,558.266462076
C[C@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C32H38N4O3S,,3.5874000000000015,4,5,99.33000000000001,11,0,558.266462076
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@@H](O)CC(N)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C34H41N5O5S,,1.8038000000000045,6,7,162.64999999999998,14,0,631.282840412
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(N)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C34H41N5O5S,,1.8038000000000045,6,7,162.64999999999998,14,0,631.282840412
CC(C)CNC(=O)C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C38H49N5O5S,,3.0907000000000044,6,7,148.66,16,0,687.345440668
CC(C)CNC(=O)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C38H49N5O5S,,3.0907000000000044,6,7,148.66,16,0,687.345440668
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@@H](O)CC(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C41H47N5O5S,,3.634900000000002,6,7,148.66,16,0,721.3297906039999
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C41H47N5O5S,,3.634900000000002,6,7,148.66,16,0,721.3297906039999
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@@H](O)CC(=O)Nc1nc2ccccc2[nH]1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C41H45N7O5S,,3.8335000000000017,7,8,177.34,15,0,747.3202885400001
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)Nc1nc2ccccc2[nH]1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C41H45N7O5S,,3.8335000000000017,7,8,177.34,15,0,747.3202885400001
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CO)c1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C42H49N5O6S,,3.168300000000003,7,8,168.89000000000001,17,0,751.340355288
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@H](CO)c1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C42H49N5O6S,,3.168300000000003,7,8,168.89000000000001,17,0,751.340355288
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C43H51N5O6S,,3.038300000000005,7,8,168.89000000000001,18,0,765.3560053519999
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C43H51N5O6S,,3.038300000000005,7,8,168.89000000000001,18,0,765.3560053519999
CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCCc1ncc[nH]1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1,C39H47N7O5S,,2.4005000000000036,7,8,177.34,17,0,725.335938604
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,C30H45N3O6,,3.5698000000000016,5,7,129.15,12,0,543.33083616
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccncc1)NC(=O)OC(C)(C)C,C29H44N4O6,,2.964800000000001,5,8,142.04,12,0,544.326085128
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc2ncccc2c1)NC(=O)OC(C)(C)C,C33H46N4O6,,4.118000000000002,5,8,142.04,12,0,594.3417351920001
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,C30H45N3O7,,3.2754000000000003,6,8,149.38,12,0,559.32575078
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1cccc(O)c1)NC(=O)OC(C)(C)C,C30H45N3O7,,3.2754000000000003,6,8,149.38,12,0,559.32575078
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1O)NC(=O)OC(C)(C)C,C30H45N3O7,,3.2754000000000003,6,8,149.38,12,0,559.32575078
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCn2ccnc2)cc1)NC(=O)OC(C)(C)C,C35H51N5O7,,3.8453000000000017,5,10,156.2,16,0,653.3788489720001
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCc2ccccn2)cc1)NC(=O)OC(C)(C)C,C37H52N4O7,,4.586300000000003,5,9,151.27,16,0,664.3836000040001
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCOc2cccnc2)cc1)NC(=O)OC(C)(C)C,C37H52N4O8,,4.422600000000002,5,10,160.5,17,0,680.378514624
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCC(O)c2cccnc2)cc1)NC(=O)OC(C)(C)C,C37H52N4O8,,4.077200000000001,6,10,171.5,16,0,680.378514624
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCO)cc1)NC(=O)OC(C)(C)C,C32H49N3O8,,2.9409,6,9,158.60999999999999,15,0,603.3519655279999
COCCOc1ccc(C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1,C33H51N3O8,,3.5950000000000024,5,9,147.61,16,0,617.3676155919999
CC(O)COc1ccc(C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1,C33H51N3O8,,3.3294000000000024,6,9,158.60999999999999,15,0,617.3676155919999
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCC(C)(C)O)cc1)NC(=O)OC(C)(C)C,C34H53N3O8,,3.719500000000001,6,9,158.60999999999999,15,0,631.383265656
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCC(O)=O)cc1)NC(=O)OC(C)(C)C,C33H49N3O9,,3.423300000000001,6,9,175.68,16,0,631.346880148
CN(C)C(=O)OCCOc1ccc(C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1,C35H54N4O9,,3.6468000000000025,5,10,167.92,16,0,674.3890793080001
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCN2CCOC2=O)cc1)NC(=O)OC(C)(C)C,C35H52N4O9,,3.400800000000001,5,10,167.92,16,0,672.373429244
CN1CCN(CCOc2ccc(C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CNC[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc2)C1=O,C36H55N5O8,,3.3160000000000043,5,9,161.93,16,0,685.40506372
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCC(=O)N2CCOCC2)cc1)NC(=O)OC(C)(C)C,C36H54N4O9,,2.8074000000000012,5,10,167.92,15,0,686.3890793080001
