SMILES,Formula,Peso Molecular,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pIC50,Molecular weight
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN([C@H](C)C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C49H65N9O7S,923.47276642,5.997600000000007,2,12,171.54,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN([C@@H](C)C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C49H65N9O7S,923.47276642,5.997600000000007,2,12,171.54,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N(C)C1CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C48H63N9O7S,909.457116356,5.607500000000007,2,12,171.54,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C49H65N9O7S,923.47276642,5.999200000000007,2,12,171.54,9,1,
CCO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N(C)CCN(C)C(=O)C=C,C49H67N9O7S,925.488416484,6.245200000000007,2,12,171.54000000000002,13,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N(C)CCNC(=O)C=C)-c1cccnc1[C@H](C)OC,C47H63N9O7S,897.4571163559999,5.512900000000006,3,12,180.33,12,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc1c2c3)NC(=O)[C@H](C1CCCC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C56H73N9O7S,1015.535366676,6.555900000000008,2,13,171.54,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C54H71N9O7S,989.519716612,6.021700000000008,2,13,171.54,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(n3)-c3ccc1c2c3)C(F)F)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C51H64F2N8O7,938.486602828,6.596100000000006,2,11,168.29999999999998,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C50H64N8O7,888.489796388,5.658500000000006,2,11,168.29999999999998,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@]1(CCN(C1)C(=O)C=C)C#N)-c1cccnc1[C@H](C)OC,C52H64N8O7,912.489796388,6.157280000000006,2,11,179.19999999999996,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@]1(CCN(C1)C(=O)C=C)C#N)-c1cccnc1[C@H](C)OC,C52H64N8O7,912.489796388,6.157280000000006,2,11,179.19999999999996,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)OC1CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C50H63N7O8,889.473811976,6.235800000000006,2,11,164.63999999999996,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc2CCN(C)Cc2nc1[C@H](C)OC,C55H72N8O7,956.552396644,6.251400000000008,2,11,158.65,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nnc(o3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C47H61N9O8,879.4643099120001,4.646500000000007,2,13,194.33,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)CCOC1CN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1C(C)OC,C51H65N7O7,887.49454742,5.707100000000006,2,11,147.56999999999996,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)\C=C\CF)-c1cccnc1C(C)OC,C52H66FN7O7,919.500775672,6.603200000000006,2,10,155.41,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(c3)-c3ccc1c2c3)C(F)F)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1C(C)OC,C50H62F2N6O7,896.4648047640002,7.369200000000008,2,10,144.32999999999996,12,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CN(C[C@@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H67N7O7,901.510197484,6.509500000000006,2,10,155.41,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1COC2(CN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,C50H61N7O8,887.458161912,5.353900000000005,2,11,164.63999999999996,9,1,
COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C,C49H59F3N6O7,900.439732888,6.974000000000007,2,10,144.32999999999998,11,0,
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC1,C54H68F3N9O7S,1043.491451176,6.564100000000007,2,13,171.54000000000002,10,1,
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,C48H59F3N8O7S,948.417951888,6.262400000000006,2,12,168.3,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(c3)-c3ccc1c2c3)C(F)F)NC(=O)[C@H](C1CCCC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C60H76F2N8O7,1058.5805032120002,8.037000000000008,2,11,158.65,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1COC2(CCN(CC2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,C52H65N7O8,915.48946204,6.134100000000006,2,11,164.63999999999996,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CN(CC1(C)C)C(=O)C=C)-c1cccnc1[C@H](C)OC,C53H69N7O7,915.525847548,6.899600000000007,2,10,155.41,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1COC2(CCN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,C51H63N7O8,901.473811976,5.744000000000006,2,11,164.63999999999996,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H]1[C@@H](C)OC(=O)N1CC1CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C49H59N7O8,873.4425118480001,5.599700000000004,2,11,164.63999999999996,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc2CN(C)CCc2nc1[C@H](C)OC,C55H72N8O7,956.552396644,6.251400000000008,2,11,158.65,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1[C@H](C)OC,C46H59N7O7S,853.4196682280001,5.888100000000005,2,12,157.22,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC(C1)N(C)C(=O)C=C)-c1cccnc1[C@H](C)OC,C48H63N9O7S,909.457116356,5.607500000000007,2,12,171.54,10,1,
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC1)C(=O)C=C,C48H60F3N9O7S,963.42885092,6.151500000000006,2,12,171.54000000000002,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(c3)-c3ccc1c2c3)C(F)F)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C58H74F2N8O7,1032.564853148,7.502800000000008,2,11,158.65,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C50H63N7O7,873.4788973560001,5.8734000000000055,2,10,155.41,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3coc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C48H62N8O8,878.469060944,5.251500000000005,2,12,181.44000000000003,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C1COC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C51H63N7O8,901.473811976,5.253900000000006,2,11,164.63999999999996,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,C52H65N7O7,899.49454742,6.407600000000006,2,10,155.40999999999994,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@@]2(CCN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,C52H65N7O7,899.49454742,6.407600000000006,2,10,155.40999999999994,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc2CN(C)CCc2nc1[C@H](C)OC,C52H69N9O7S,963.504066548,5.707900000000008,2,13,171.54,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1C(C)OC,C46H59N7O7S,853.4196682280001,5.888100000000005,2,12,157.22,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)c1cnc(NC(=O)C=C)n1C)-c1cccnc1C(C)OC,C51H63N9O7,913.485045356,6.400800000000006,3,12,182.01999999999995,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C57H74N8O7,982.568046708,6.565200000000008,2,11,158.65,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)CCOC1CN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C49H62N8O7S,906.446217324,5.307700000000006,2,13,160.46,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)CCOC1CN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C52H65N7O7,899.49454742,5.851200000000006,2,11,147.56999999999996,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,C53H72N10O7S,992.530615644,5.766700000000008,2,13,174.78,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN([C@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H67N7O7,901.510197484,6.652000000000007,2,10,155.41,10,0,
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC1COC1)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,C53H67N7O8,929.505112104,5.890000000000007,2,11,164.64,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnn(C2CCN(C)CC2)c1[C@H](C)OC,C55H75N9O7,973.57894574,6.331700000000008,2,12,163.58,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1[C@H](C)OC,C49H62N6O7,846.4679983240001,6.431600000000006,2,10,144.32999999999996,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1C(C)OC,C49H62N6O7,846.4679983240001,6.431600000000006,2,10,144.32999999999996,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)\C=C\C(F)F)-c1cccnc1C(C)OC,C52H65F2N7O7,937.49135386,6.898800000000008,2,10,155.41,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](CC3=CCCN(C3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C50H68N8O7,892.521096516,5.580600000000007,2,11,158.65,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CCN(C1)C(=O)C#CC)-c1cccnc1[C@H](C)OC,C52H65N7O7,899.49454742,6.100800000000007,2,10,155.41,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C51H65N7O7,887.49454742,6.263500000000007,2,10,155.41,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC1)-c1cccnc1[C@H](C)OC,C52H67N9O7S,961.488416484,5.385600000000006,2,13,171.54,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC(C1)NC(=O)C=C)-c1cccnc1[C@H](C)OC,C47H61N9O7S,895.441466292,5.265300000000006,3,12,180.33,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C48H63N9O7S,909.457116356,5.609100000000007,2,12,171.54,9,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H]1[C@@H](C)CCN1C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C51H63N7O7,885.4788973560001,6.017500000000006,2,10,155.41,8,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@@H]1CCCCCN1C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C49H62N8O7S,906.446217324,6.008200000000007,2,12,168.29999999999998,8,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H]1CCCCCN1C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H65N7O7,899.49454742,6.551700000000007,2,10,155.41,8,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CN(C[C@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H67N7O7,901.510197484,6.509500000000006,2,10,155.41,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(C)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H67N7O7,901.510197484,6.571920000000006,2,10,155.41,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC1(CN(C)C1)N(C)C)-c1cccnc1[C@H](C)OC,C57H75N9O7,997.57894574,5.3267000000000095,2,12,161.89,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](CCC(=O)N(C)Cc3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]1CCN(C1)C(=O)C=C)-c1cccnc1C(C)OC,C49H68N8O8,896.516011136,4.792600000000007,2,11,175.72,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@]1(F)CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C51H64FN7O7,905.485125608,6.355600000000006,2,10,155.41,10,1,
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,C48H59F3N8O7S,948.417951888,6.262400000000006,2,12,168.3,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(CF)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H66FN7O7,919.500775672,6.733000000000006,2,10,155.41,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cn3cnc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C47H62N10O7,878.4802943240002,4.312500000000006,2,13,186.12,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C[C@H]3CN(CCO3)c3ccc1c2c3)NC(=O)C(C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1C(C)OC,C49H68N8O8,896.516011136,4.649300000000007,2,12,167.88000000000002,10,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CC(Br)CN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC1CCO1)-c1cccnc1C(C)OC,C54H66BrN7O8,1019.415624172,6.243200000000007,2,11,164.63999999999996,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC1CCO1)-c1cccnc1C(C)OC,C54H67N7O8,941.505112104,5.869800000000007,2,11,164.63999999999996,9,1,
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC#N)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,C51H62N8O7,898.474146324,5.767180000000005,2,11,179.2,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C#CC)C1=O)-c1cccnc1[C@H](C)OC,C50H62N8O7S,918.446217324,5.701400000000006,2,12,168.29999999999998,8,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@@H]1CCCO1,C52H65N7O7,899.49454742,6.407600000000007,2,10,155.41,9,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(cnc1[C@H](C)OC)C1=CCN(C)CC1,C57H74N8O7,982.568046708,6.982400000000008,2,11,158.65,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(cnc1C(C)OC)C1=CCN(C)CC1,C57H74N8O7,982.568046708,6.982400000000008,2,11,158.65,11,0,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(cnc1[C@H](C)OC)C1CCN(C)CC1,C57H76N8O7,984.583696772,7.072700000000009,2,11,158.65,11,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1(F)CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C50H62FN7O7,891.469475544,5.965500000000005,2,10,155.41,10,1,
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1(F)CCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,C52H66FN7O7,919.500775672,6.745700000000007,2,10,155.41,10,1,
